problem_idx,math_verify_score,has_boxed,run_id
175,0,0,ii0zkp9j
176,0,0,ii0zkp9j
177,0,0,ii0zkp9j
178,0,0,ii0zkp9j
179,0,0,ii0zkp9j
180,0,0,ii0zkp9j
181,0,0,ii0zkp9j
182,0,0,ii0zkp9j
183,0,0,ii0zkp9j
184,0,0,ii0zkp9j
185,0,0,ii0zkp9j
186,0,0,ii0zkp9j
187,0,0,ii0zkp9j
188,0,0,ii0zkp9j
189,0,0,ii0zkp9j
190,0,0,ii0zkp9j
191,0,0,ii0zkp9j
192,0,0,ii0zkp9j
193,0,0,ii0zkp9j
194,0,0,ii0zkp9j
195,0,0,ii0zkp9j
196,0,0,ii0zkp9j
197,0,0,ii0zkp9j
198,0,0,ii0zkp9j
199,0,0,ii0zkp9j
200,0,0,ii0zkp9j
201,0,0,ii0zkp9j
202,0,0,ii0zkp9j
203,0,0,ii0zkp9j
204,0,0,ii0zkp9j
205,0,0,ii0zkp9j
206,0,0,ii0zkp9j
207,0,0,ii0zkp9j
208,0,0,ii0zkp9j
209,0,0,ii0zkp9j
210,0,0,ii0zkp9j
211,0,0,ii0zkp9j
212,0,0,ii0zkp9j
213,0,0,ii0zkp9j
214,0,0,ii0zkp9j
215,0,0,ii0zkp9j
216,0,0,ii0zkp9j
217,0,0,ii0zkp9j
218,0,0,ii0zkp9j
219,0,0,ii0zkp9j
220,0,0,ii0zkp9j
221,0,0,ii0zkp9j
222,0,0,ii0zkp9j
223,0,0,ii0zkp9j
224,0,0,ii0zkp9j
225,0,0,ii0zkp9j
226,0,0,ii0zkp9j
227,0,0,ii0zkp9j
228,0,0,ii0zkp9j
229,0,0,ii0zkp9j
230,0,0,ii0zkp9j
231,0,0,ii0zkp9j
232,0,0,ii0zkp9j
233,0,0,ii0zkp9j
234,0,0,ii0zkp9j
235,0,0,ii0zkp9j
236,0,0,ii0zkp9j
237,0,0,ii0zkp9j
238,0,0,ii0zkp9j
239,0,0,ii0zkp9j
240,0,0,ii0zkp9j
241,0,0,ii0zkp9j
242,0,0,ii0zkp9j
243,0,0,ii0zkp9j
244,0,0,ii0zkp9j
245,0,0,ii0zkp9j
246,0,0,ii0zkp9j
247,0,0,ii0zkp9j
248,0,0,ii0zkp9j
249,0,0,ii0zkp9j
250,0,0,ii0zkp9j
251,0,0,ii0zkp9j
252,0,0,ii0zkp9j
253,0,0,ii0zkp9j
254,0,0,ii0zkp9j
255,0,0,ii0zkp9j
256,0,0,ii0zkp9j
257,0,0,ii0zkp9j
258,0,0,ii0zkp9j
259,0,0,ii0zkp9j
260,0,0,ii0zkp9j
261,0,0,ii0zkp9j
262,0,0,ii0zkp9j
263,0,0,ii0zkp9j
264,0,0,ii0zkp9j
265,0,0,ii0zkp9j
266,0,0,ii0zkp9j
267,0,0,ii0zkp9j
268,0,0,ii0zkp9j
269,0,0,ii0zkp9j
270,0,0,ii0zkp9j
271,0,0,ii0zkp9j
272,0,0,ii0zkp9j
273,0,0,ii0zkp9j
274,0,0,ii0zkp9j
275,0,0,ii0zkp9j
276,0,0,ii0zkp9j
277,0,0,ii0zkp9j
278,0,0,ii0zkp9j
279,0,0,ii0zkp9j
280,0,0,ii0zkp9j
281,0,0,ii0zkp9j
282,0,0,ii0zkp9j
283,0,0,ii0zkp9j
284,0,0,ii0zkp9j
285,0,0,ii0zkp9j
286,0,0,ii0zkp9j
287,0,0,ii0zkp9j
288,0,0,ii0zkp9j
289,0,0,ii0zkp9j
290,0,0,ii0zkp9j
291,0,0,ii0zkp9j
292,0,0,ii0zkp9j
293,0,0,ii0zkp9j
294,0,0,ii0zkp9j
295,0,0,ii0zkp9j
296,0,0,ii0zkp9j
297,0,0,ii0zkp9j
298,0,0,ii0zkp9j
299,0,0,ii0zkp9j
300,0,0,ii0zkp9j
301,0,0,ii0zkp9j
302,0,0,ii0zkp9j
303,0,0,ii0zkp9j
304,0,0,ii0zkp9j
305,0,0,ii0zkp9j
306,0,0,ii0zkp9j
307,0,0,ii0zkp9j
308,0,0,ii0zkp9j
309,0,0,ii0zkp9j
310,0,0,ii0zkp9j
311,0,0,ii0zkp9j
312,0,0,ii0zkp9j
313,0,0,ii0zkp9j
314,0,0,ii0zkp9j
315,0,0,ii0zkp9j
316,0,0,ii0zkp9j
317,0,0,ii0zkp9j
318,0,0,ii0zkp9j
319,0,0,ii0zkp9j
320,0,0,ii0zkp9j
321,0,0,ii0zkp9j
322,0,0,ii0zkp9j
323,0,0,ii0zkp9j
324,0,0,ii0zkp9j
325,0,0,ii0zkp9j
326,0,0,ii0zkp9j
327,0,0,ii0zkp9j
328,0,0,ii0zkp9j
329,0,0,ii0zkp9j
330,0,0,ii0zkp9j
331,0,0,ii0zkp9j
332,0,0,ii0zkp9j
333,0,0,ii0zkp9j
334,0,0,ii0zkp9j
335,0,0,ii0zkp9j
336,0,0,ii0zkp9j
337,0,0,ii0zkp9j
338,0,0,ii0zkp9j
339,0,0,ii0zkp9j
340,0,0,ii0zkp9j
341,0,0,ii0zkp9j
342,0,0,ii0zkp9j
343,0,0,ii0zkp9j
344,0,0,ii0zkp9j
345,0,0,ii0zkp9j
346,0,0,ii0zkp9j
347,0,0,ii0zkp9j
348,0,0,ii0zkp9j
349,0,0,ii0zkp9j
350,0,0,ii0zkp9j
351,0,0,ii0zkp9j
352,0,0,ii0zkp9j
353,0,0,ii0zkp9j
354,0,0,ii0zkp9j
355,0,0,ii0zkp9j
356,0,0,ii0zkp9j
357,0,0,ii0zkp9j
358,0,0,ii0zkp9j
359,0,0,ii0zkp9j
360,0,0,ii0zkp9j
361,0,0,ii0zkp9j
362,0,0,ii0zkp9j
363,0,0,ii0zkp9j
364,0,0,ii0zkp9j
365,0,0,ii0zkp9j
366,0,0,ii0zkp9j
367,0,0,ii0zkp9j
368,0,0,ii0zkp9j
369,0,0,ii0zkp9j
370,0,0,ii0zkp9j
371,0,0,ii0zkp9j
372,0,0,ii0zkp9j
373,0,0,ii0zkp9j
374,0,0,ii0zkp9j
375,0,0,ii0zkp9j
376,0,0,ii0zkp9j
377,0,0,ii0zkp9j
378,0,0,ii0zkp9j
379,0,0,ii0zkp9j
380,0,0,ii0zkp9j
381,0,0,ii0zkp9j
382,0,0,ii0zkp9j
383,0,0,ii0zkp9j
384,0,0,ii0zkp9j
385,0,0,ii0zkp9j
386,0,0,ii0zkp9j
387,0,0,ii0zkp9j
388,0,0,ii0zkp9j
389,0,0,ii0zkp9j
390,0,0,ii0zkp9j
391,0,0,ii0zkp9j
392,0,0,ii0zkp9j
393,0,0,ii0zkp9j
394,0,0,ii0zkp9j
395,0,0,ii0zkp9j
396,0,0,ii0zkp9j
397,0,0,ii0zkp9j
398,0,0,ii0zkp9j
399,0,0,ii0zkp9j
400,0,0,ii0zkp9j
401,0,0,ii0zkp9j
402,0,0,ii0zkp9j
403,0,0,ii0zkp9j
404,0,0,ii0zkp9j
405,0,0,ii0zkp9j
406,0,0,ii0zkp9j
407,0,0,ii0zkp9j
408,0,0,ii0zkp9j
409,0,0,ii0zkp9j
410,0,0,ii0zkp9j
411,0,0,ii0zkp9j
412,0,0,ii0zkp9j
413,0,0,ii0zkp9j
414,0,0,ii0zkp9j
415,0,0,ii0zkp9j
416,0,0,ii0zkp9j
417,0,0,ii0zkp9j
418,0,0,ii0zkp9j
419,0,0,ii0zkp9j
420,0,0,ii0zkp9j
421,0,0,ii0zkp9j
422,0,0,ii0zkp9j
423,0,0,ii0zkp9j
424,0,0,ii0zkp9j
425,0,0,ii0zkp9j
426,0,0,ii0zkp9j
427,0,0,ii0zkp9j
428,0,0,ii0zkp9j
429,0,0,ii0zkp9j
430,0,0,ii0zkp9j
431,0,0,ii0zkp9j
432,0,0,ii0zkp9j
433,0,0,ii0zkp9j
434,0,0,ii0zkp9j
435,0,0,ii0zkp9j
436,0,0,ii0zkp9j
437,0,0,ii0zkp9j
438,0,0,ii0zkp9j
439,0,0,ii0zkp9j
440,0,0,ii0zkp9j
441,0,0,ii0zkp9j
442,0,0,ii0zkp9j
443,0,0,ii0zkp9j
444,0,0,ii0zkp9j
445,0,0,ii0zkp9j
446,0,0,ii0zkp9j
447,0,0,ii0zkp9j
448,0,0,ii0zkp9j
449,0,0,ii0zkp9j
450,0,0,ii0zkp9j
451,0,0,ii0zkp9j
452,0,0,ii0zkp9j
453,0,0,ii0zkp9j
454,0,0,ii0zkp9j
455,0,0,ii0zkp9j
456,0,0,ii0zkp9j
457,0,0,ii0zkp9j
458,0,0,ii0zkp9j
459,0,0,ii0zkp9j
460,0,0,ii0zkp9j
461,0,0,ii0zkp9j
462,0,0,ii0zkp9j
463,0,0,ii0zkp9j
464,0,0,ii0zkp9j
465,0,0,ii0zkp9j
466,0,0,ii0zkp9j
467,0,0,ii0zkp9j
468,0,0,ii0zkp9j
469,0,0,ii0zkp9j
470,0,0,ii0zkp9j
471,0,0,ii0zkp9j
472,0,0,ii0zkp9j
473,0,0,ii0zkp9j
474,0,0,ii0zkp9j
475,0,0,ii0zkp9j
476,0,0,ii0zkp9j
477,0,0,ii0zkp9j
478,0,0,ii0zkp9j
479,0,0,ii0zkp9j
480,0,0,ii0zkp9j
481,0,0,ii0zkp9j
482,0,0,ii0zkp9j
483,0,0,ii0zkp9j
484,0,0,ii0zkp9j
485,0,0,ii0zkp9j
486,0,0,ii0zkp9j
487,0,0,ii0zkp9j
488,0,0,ii0zkp9j
489,0,0,ii0zkp9j
490,0,0,ii0zkp9j
491,0,0,ii0zkp9j
492,0,0,ii0zkp9j
493,0,0,ii0zkp9j
494,0,0,ii0zkp9j
495,0,0,ii0zkp9j
496,0,0,ii0zkp9j
497,0,0,ii0zkp9j
498,0,0,ii0zkp9j
499,0,0,ii0zkp9j
500,0,0,ii0zkp9j
501,0,0,ii0zkp9j
502,0,0,ii0zkp9j
503,0,0,ii0zkp9j
504,0,0,ii0zkp9j
505,0,0,ii0zkp9j
506,0,0,ii0zkp9j
507,0,0,ii0zkp9j
508,0,0,ii0zkp9j
509,0,0,ii0zkp9j
510,0,0,ii0zkp9j
511,0,0,ii0zkp9j
512,0,0,ii0zkp9j
513,0,0,ii0zkp9j
514,0,0,ii0zkp9j
515,0,0,ii0zkp9j
516,0,0,ii0zkp9j
517,0,0,ii0zkp9j
518,0,0,ii0zkp9j
519,0,0,ii0zkp9j
520,0,0,ii0zkp9j
521,0,0,ii0zkp9j
522,0,0,ii0zkp9j
523,0,0,ii0zkp9j
524,0,0,ii0zkp9j
525,0,0,ii0zkp9j
526,0,0,ii0zkp9j
527,0,0,ii0zkp9j
528,0,0,ii0zkp9j
529,0,0,ii0zkp9j
530,0,0,ii0zkp9j
531,0,0,ii0zkp9j
532,0,0,ii0zkp9j
533,0,0,ii0zkp9j
534,0,0,ii0zkp9j
535,0,0,ii0zkp9j
536,0,0,ii0zkp9j
537,0,0,ii0zkp9j
538,0,0,ii0zkp9j
539,0,0,ii0zkp9j
540,0,0,ii0zkp9j
541,0,0,ii0zkp9j
542,0,0,ii0zkp9j
543,0,0,ii0zkp9j
544,0,0,ii0zkp9j
545,0,0,ii0zkp9j
546,0,0,ii0zkp9j
547,0,0,ii0zkp9j
548,0,0,ii0zkp9j
549,0,0,ii0zkp9j
550,0,0,ii0zkp9j
551,0,0,ii0zkp9j
552,0,0,ii0zkp9j
553,0,0,ii0zkp9j
554,0,0,ii0zkp9j
555,0,0,ii0zkp9j
556,0,0,ii0zkp9j
557,0,0,ii0zkp9j
558,0,0,ii0zkp9j
559,0,0,ii0zkp9j
560,0,0,ii0zkp9j
561,0,0,ii0zkp9j
562,0,0,ii0zkp9j
563,0,0,ii0zkp9j
564,0,0,ii0zkp9j
565,0,0,ii0zkp9j
566,0,0,ii0zkp9j
567,0,0,ii0zkp9j
568,0,0,ii0zkp9j
569,0,0,ii0zkp9j
570,0,0,ii0zkp9j
571,0,0,ii0zkp9j
572,0,0,ii0zkp9j
573,0,0,ii0zkp9j
574,0,0,ii0zkp9j
575,0,0,ii0zkp9j
576,0,0,ii0zkp9j
577,0,0,ii0zkp9j
578,0,0,ii0zkp9j
579,0,0,ii0zkp9j
580,0,0,ii0zkp9j
581,0,0,ii0zkp9j
582,0,0,ii0zkp9j
583,0,0,ii0zkp9j
584,0,0,ii0zkp9j
585,0,0,ii0zkp9j
586,0,0,ii0zkp9j
587,0,0,ii0zkp9j
588,0,0,ii0zkp9j
589,0,0,ii0zkp9j
590,0,0,ii0zkp9j
591,0,0,ii0zkp9j
592,0,0,ii0zkp9j
593,0,0,ii0zkp9j
594,0,0,ii0zkp9j
595,0,0,ii0zkp9j
596,0,0,ii0zkp9j
597,0,0,ii0zkp9j
598,0,0,ii0zkp9j
599,0,0,ii0zkp9j
600,0,0,ii0zkp9j
601,0,0,ii0zkp9j
602,0,0,ii0zkp9j
603,0,0,ii0zkp9j
604,0,0,ii0zkp9j
605,0,0,ii0zkp9j
606,0,0,ii0zkp9j
607,0,0,ii0zkp9j
608,0,0,ii0zkp9j
609,0,0,ii0zkp9j
610,0,0,ii0zkp9j
611,0,0,ii0zkp9j
612,0,0,ii0zkp9j
613,0,0,ii0zkp9j
614,0,0,ii0zkp9j
615,0,0,ii0zkp9j
616,0,0,ii0zkp9j
617,0,0,ii0zkp9j
618,0,0,ii0zkp9j
619,0,0,ii0zkp9j
620,0,0,ii0zkp9j
621,0,0,ii0zkp9j
622,0,0,ii0zkp9j
623,0,0,ii0zkp9j
624,0,0,ii0zkp9j
625,0,0,ii0zkp9j
626,0,0,ii0zkp9j
627,0,0,ii0zkp9j
628,0,0,ii0zkp9j
629,0,0,ii0zkp9j
630,0,0,ii0zkp9j
631,0,0,ii0zkp9j
632,0,0,ii0zkp9j
633,0,0,ii0zkp9j
634,0,0,ii0zkp9j
635,0,0,ii0zkp9j
636,0,0,ii0zkp9j
637,0,0,ii0zkp9j
638,0,0,ii0zkp9j
639,0,0,ii0zkp9j
640,0,0,ii0zkp9j
641,0,0,ii0zkp9j
642,0,0,ii0zkp9j
643,0,0,ii0zkp9j
644,0,0,ii0zkp9j
645,0,0,ii0zkp9j
646,0,0,ii0zkp9j
647,0,0,ii0zkp9j
648,0,0,ii0zkp9j
649,0,0,ii0zkp9j
650,0,0,ii0zkp9j
651,0,0,ii0zkp9j
652,0,0,ii0zkp9j
653,0,0,ii0zkp9j
654,0,0,ii0zkp9j
655,0,0,ii0zkp9j
656,0,0,ii0zkp9j
657,0,0,ii0zkp9j
658,0,0,ii0zkp9j
659,0,0,ii0zkp9j
660,0,0,ii0zkp9j
661,0,0,ii0zkp9j
662,0,0,ii0zkp9j
663,0,0,ii0zkp9j
664,0,0,ii0zkp9j
665,0,0,ii0zkp9j
666,0,0,ii0zkp9j
667,0,0,ii0zkp9j
668,0,0,ii0zkp9j
669,0,0,ii0zkp9j
670,0,0,ii0zkp9j
671,0,0,ii0zkp9j
672,0,0,ii0zkp9j
673,0,0,ii0zkp9j
674,0,0,ii0zkp9j
675,0,0,ii0zkp9j
676,0,0,ii0zkp9j
677,0,0,ii0zkp9j
678,0,0,ii0zkp9j
679,0,0,ii0zkp9j
680,0,0,ii0zkp9j
681,0,0,ii0zkp9j
682,0,0,ii0zkp9j
683,0,0,ii0zkp9j
684,0,0,ii0zkp9j
685,0,0,ii0zkp9j
686,0,0,ii0zkp9j
687,0,0,ii0zkp9j
688,0,0,ii0zkp9j
689,0,0,ii0zkp9j
690,0,0,ii0zkp9j
691,0,0,ii0zkp9j
692,0,0,ii0zkp9j
693,0,0,ii0zkp9j
694,0,0,ii0zkp9j
695,0,0,ii0zkp9j
696,0,0,ii0zkp9j
697,0,0,ii0zkp9j
698,0,0,ii0zkp9j
699,0,0,ii0zkp9j
700,0,0,ii0zkp9j
701,0,0,ii0zkp9j
702,0,0,ii0zkp9j
703,0,0,ii0zkp9j
704,0,0,ii0zkp9j
705,0,0,ii0zkp9j
706,0,0,ii0zkp9j
707,0,0,ii0zkp9j
708,0,0,ii0zkp9j
709,0,0,ii0zkp9j
710,0,0,ii0zkp9j
711,0,0,ii0zkp9j
712,0,0,ii0zkp9j
713,0,0,ii0zkp9j
714,0,0,ii0zkp9j
715,0,0,ii0zkp9j
716,0,0,ii0zkp9j
717,0,0,ii0zkp9j
718,0,0,ii0zkp9j
719,0,0,ii0zkp9j
720,0,0,ii0zkp9j
721,0,0,ii0zkp9j
722,0,0,ii0zkp9j
723,0,0,ii0zkp9j
724,0,0,ii0zkp9j
725,0,0,ii0zkp9j
726,0,0,ii0zkp9j
727,0,0,ii0zkp9j
728,0,0,ii0zkp9j
729,0,0,ii0zkp9j
730,0,0,ii0zkp9j
731,0,0,ii0zkp9j
732,0,0,ii0zkp9j
733,0,0,ii0zkp9j
734,0,0,ii0zkp9j
735,0,0,ii0zkp9j
736,0,0,ii0zkp9j
737,0,0,ii0zkp9j
738,0,0,ii0zkp9j
739,0,0,ii0zkp9j
740,0,0,ii0zkp9j
741,0,0,ii0zkp9j
742,0,0,ii0zkp9j
743,0,0,ii0zkp9j
744,0,0,ii0zkp9j
745,0,0,ii0zkp9j
746,0,0,ii0zkp9j
747,0,0,ii0zkp9j
748,0,0,ii0zkp9j
749,0,0,ii0zkp9j
750,0,0,ii0zkp9j
751,0,0,ii0zkp9j
752,0,0,ii0zkp9j
753,0,0,ii0zkp9j
754,0,0,ii0zkp9j
755,0,0,ii0zkp9j
756,0,0,ii0zkp9j
757,0,0,ii0zkp9j
758,0,0,ii0zkp9j
759,0,0,ii0zkp9j
760,0,0,ii0zkp9j
761,0,0,ii0zkp9j
762,0,0,ii0zkp9j
763,0,0,ii0zkp9j
764,0,0,ii0zkp9j
765,0,0,ii0zkp9j
766,0,0,ii0zkp9j
767,0,0,ii0zkp9j
768,0,0,ii0zkp9j
769,0,0,ii0zkp9j
770,0,0,ii0zkp9j
771,0,0,ii0zkp9j
772,0,0,ii0zkp9j
773,0,0,ii0zkp9j
774,0,0,ii0zkp9j
775,0,0,ii0zkp9j
776,0,0,ii0zkp9j
777,0,0,ii0zkp9j
778,0,0,ii0zkp9j
779,0,0,ii0zkp9j
780,0,0,ii0zkp9j
781,0,0,ii0zkp9j
782,0,0,ii0zkp9j
783,0,0,ii0zkp9j
784,0,0,ii0zkp9j
785,0,0,ii0zkp9j
786,0,0,ii0zkp9j
787,0,0,ii0zkp9j
788,0,0,ii0zkp9j
789,0,0,ii0zkp9j
790,0,0,ii0zkp9j
791,0,0,ii0zkp9j
792,0,0,ii0zkp9j
793,0,0,ii0zkp9j
794,0,0,ii0zkp9j
795,0,0,ii0zkp9j
796,0,0,ii0zkp9j
797,0,0,ii0zkp9j
798,0,0,ii0zkp9j
799,0,0,ii0zkp9j
800,0,0,ii0zkp9j
801,0,0,ii0zkp9j
802,0,0,ii0zkp9j
803,0,0,ii0zkp9j
804,0,0,ii0zkp9j
805,0,0,ii0zkp9j
806,0,0,ii0zkp9j
807,0,0,ii0zkp9j
808,0,0,ii0zkp9j
809,0,0,ii0zkp9j
810,0,0,ii0zkp9j
811,0,0,ii0zkp9j
812,0,0,ii0zkp9j
813,0,0,ii0zkp9j
814,0,0,ii0zkp9j
815,0,0,ii0zkp9j
816,0,0,ii0zkp9j
817,0,0,ii0zkp9j
818,0,0,ii0zkp9j
819,0,0,ii0zkp9j
820,0,0,ii0zkp9j
821,0,0,ii0zkp9j
822,0,0,ii0zkp9j
823,0,0,ii0zkp9j
824,0,0,ii0zkp9j
825,0,0,ii0zkp9j
826,0,0,ii0zkp9j
827,0,0,ii0zkp9j
828,0,0,ii0zkp9j
829,0,0,ii0zkp9j
830,0,0,ii0zkp9j
831,0,0,ii0zkp9j
832,0,0,ii0zkp9j
833,0,0,ii0zkp9j
834,0,0,ii0zkp9j
835,0,0,ii0zkp9j
836,0,0,ii0zkp9j
837,0,0,ii0zkp9j
838,0,0,ii0zkp9j
839,0,0,ii0zkp9j
840,0,0,ii0zkp9j
841,0,0,ii0zkp9j
842,0,0,ii0zkp9j
843,0,0,ii0zkp9j
844,0,0,ii0zkp9j
845,0,0,ii0zkp9j
846,0,0,ii0zkp9j
847,0,0,ii0zkp9j
848,0,0,ii0zkp9j
849,0,0,ii0zkp9j
850,0,0,ii0zkp9j
851,0,0,ii0zkp9j
852,0,0,ii0zkp9j
853,0,0,ii0zkp9j
854,0,0,ii0zkp9j
855,0,0,ii0zkp9j
856,0,0,ii0zkp9j
857,0,0,ii0zkp9j
858,0,0,ii0zkp9j
859,0,0,ii0zkp9j
860,0,0,ii0zkp9j
861,0,0,ii0zkp9j
862,0,0,ii0zkp9j
863,0,0,ii0zkp9j
864,0,0,ii0zkp9j
865,0,0,ii0zkp9j
866,0,0,ii0zkp9j
867,0,0,ii0zkp9j
868,0,0,ii0zkp9j
869,0,0,ii0zkp9j
870,0,0,ii0zkp9j
871,0,0,ii0zkp9j
872,0,0,ii0zkp9j
873,0,0,ii0zkp9j
874,0,0,ii0zkp9j
875,0,0,ii0zkp9j
876,0,0,ii0zkp9j
877,0,0,ii0zkp9j
878,0,0,ii0zkp9j
879,0,0,ii0zkp9j
880,0,0,ii0zkp9j
881,0,0,ii0zkp9j
882,0,0,ii0zkp9j
883,0,0,ii0zkp9j
884,0,0,ii0zkp9j
885,0,0,ii0zkp9j
886,0,0,ii0zkp9j
887,0,0,ii0zkp9j
888,0,0,ii0zkp9j
889,0,0,ii0zkp9j
890,0,0,ii0zkp9j
891,0,0,ii0zkp9j
892,0,0,ii0zkp9j
893,0,0,ii0zkp9j
894,0,0,ii0zkp9j
895,0,0,ii0zkp9j
896,0,0,ii0zkp9j
897,0,0,ii0zkp9j
898,0,0,ii0zkp9j
899,0,0,ii0zkp9j
900,0,0,ii0zkp9j
901,0,0,ii0zkp9j
902,0,0,ii0zkp9j
903,0,0,ii0zkp9j
904,0,0,ii0zkp9j
905,0,0,ii0zkp9j
906,0,0,ii0zkp9j
907,0,0,ii0zkp9j
908,0,0,ii0zkp9j
909,0,0,ii0zkp9j
910,0,0,ii0zkp9j
911,0,0,ii0zkp9j
912,0,0,ii0zkp9j
913,0,0,ii0zkp9j
914,0,0,ii0zkp9j
915,0,0,ii0zkp9j
916,0,0,ii0zkp9j
917,0,0,ii0zkp9j
918,0,0,ii0zkp9j
919,0,0,ii0zkp9j
920,0,0,ii0zkp9j
921,0,0,ii0zkp9j
922,0,0,ii0zkp9j
923,0,0,ii0zkp9j
924,0,0,ii0zkp9j
925,0,0,ii0zkp9j
926,0,0,ii0zkp9j
927,0,0,ii0zkp9j
928,0,0,ii0zkp9j
929,0,0,ii0zkp9j
